dataset,target,split,task,features,head,n_request,n_train,seed,n_test,auc,ap,degenerate,spearman,pearson,r2,rmse
SAbDab_Chen,developability,random,classification,random,mlp,200,200,14,603,0.5129968108089572,0.20998274449640614,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,500,500,14,603,0.507115668186962,0.21867691267941164,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,1000,1000,14,603,0.48179074791673815,0.1996153979028949,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,all,1806,14,603,0.46006652721100105,0.18452297559194558,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,25,25,15,603,0.4703199478755873,0.18465042997435888,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,50,50,15,603,0.4798017900620692,0.18950185005297887,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,100,100,15,603,0.5016117417098179,0.20303631589787002,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,200,200,15,603,0.4990912520146772,0.20283689123497256,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,500,500,15,603,0.44099996570762323,0.18407464204671592,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,1000,1000,15,603,0.45391104557456874,0.18542145392241818,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,all,1806,15,603,0.44453208051850074,0.18412389023862935,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,25,25,16,603,0.5069784986797434,0.2052318856146592,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,50,50,16,603,0.5129282260553479,0.2111563227050655,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,100,100,16,603,0.5478721580192724,0.22670968989641327,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,200,200,16,603,0.5149171839100168,0.2182418782157856,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,500,500,16,603,0.5143170673159356,0.21460895925147366,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,1000,1000,16,603,0.48470559994513224,0.18975635797640705,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,all,1806,16,603,0.48590583313329455,0.19658210263322148,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,25,25,17,603,0.4821508178731868,0.19420279296004334,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,50,50,17,603,0.4933644250883029,0.2066665708985016,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,100,100,17,603,0.4704914097596104,0.19475924064313904,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,200,200,17,603,0.4852028394087994,0.20553524265072615,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,500,500,17,603,0.48091629230822,0.1923246699871195,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,1000,1000,17,603,0.4612324680223586,0.18657440520709054,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,all,1806,17,603,0.45920921779088514,0.1868721298102078,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,25,25,18,603,0.5163403175474093,0.22051267406975383,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,50,50,18,603,0.5062069202016392,0.20694779675803632,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,100,100,18,603,0.4351359692740304,0.1793964542539419,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,200,200,18,603,0.4971022941600083,0.2075411103249799,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,500,500,18,603,0.46617057028222625,0.1891956271139334,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,1000,1000,18,603,0.4802647371489318,0.19401848557313806,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,all,1806,18,603,0.4416686670553136,0.17740758157358275,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,25,25,19,603,0.493261547957889,0.20749570295770442,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,50,50,19,603,0.5151572305476493,0.250464152004916,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,100,100,19,603,0.5051610027090978,0.20509313970610882,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,200,200,19,603,0.49137546723363396,0.2001107901540128,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,500,500,19,603,0.47464078735297144,0.18641342911461542,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,1000,1000,19,603,0.47716127704811223,0.18878070901596816,False,,,,
SAbDab_Chen,developability,random,classification,random,mlp,all,1806,19,603,0.5000342923768046,0.20791751438813555,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,0,603,0.5518329275402079,0.2378055861739506,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,0,603,0.47254895236788863,0.18966103353565697,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,0,603,0.4986454511162169,0.1994871040359487,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,0,603,0.45728884468982545,0.1995943617460007,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,0,603,0.4410171118960255,0.17621934880403292,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,0,603,0.45919207160248277,0.18826220496347248,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,0,603,0.4496587908507939,0.18888527993546722,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,1,603,0.5177120126195947,0.2105996057720319,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,1,603,0.5003429237680463,0.2025759413713212,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,1,603,0.5109049758238744,0.22811365050770893,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,1,603,0.5034806762456706,0.22195366530112765,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,1,603,0.5849936559102911,0.3007474925722382,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,1,603,0.5360927265868798,0.2218285303759733,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,1,603,0.4804533452213573,0.2062715981470626,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,2,603,0.5707280271595624,0.2378090171823827,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,2,603,0.5008573094201159,0.19468676561913167,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,2,603,0.46647920167346796,0.19484055718606746,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,2,603,0.49633071568190396,0.19672634969097574,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,2,603,0.49458180446486744,0.2141810837951793,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,2,603,0.4797674976852646,0.19632667862865583,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,2,603,0.4891979013065395,0.19513730002516627,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,3,603,0.5496896539899181,0.2360441467653752,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,3,603,0.49130688248002474,0.2037089128869615,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,3,603,0.46481602139844314,0.18645551030813073,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,3,603,0.4582318850519529,0.20283093840909555,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,3,603,0.45229930386475087,0.18745732959913625,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,3,603,0.46747368060080247,0.18926452416263229,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,3,603,0.4903809883062995,0.19487965900644674,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,4,603,0.5019289461952607,0.21155065888494326,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,4,603,0.5007458591955009,0.21318311442993965,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,4,603,0.46304996399300435,0.19338700839601353,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,4,603,0.4895579712629883,0.1917579109132207,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,4,603,0.4819279174239567,0.1916841855501356,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,4,603,0.5200096018655053,0.21048138246427325,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,4,603,0.4979938959569288,0.20149094753767377,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,5,603,0.51508864579404,0.21383516843189587,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,5,603,0.5214841740681047,0.21686625863776754,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,5,603,0.5221528754157951,0.22169214038211046,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,5,603,0.5174033812283529,0.20451511783726478,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,5,603,0.49576489146462743,0.19676101273515514,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,5,603,0.4774527622509516,0.1929111844659811,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,5,603,0.4377078975343781,0.17885299627470033,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,6,603,0.5092503686430507,0.20134919485850328,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,6,603,0.5137683892870615,0.19940490754525922,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,6,603,0.48287095778608413,0.18497198124355932,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,6,603,0.4698912931655293,0.18650517925365268,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,6,603,0.4547340626178801,0.17392099644083792,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,6,603,0.50895031034601,0.19966864009409202,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,6,603,0.5018689345358527,0.2170294763743598,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,7,603,0.44688110832961836,0.19737249003482815,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,7,603,0.49324440176948664,0.21455751069679835,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,7,603,0.47575528959912217,0.20040542987153362,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,7,603,0.5408079283975172,0.23275763786857254,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,7,603,0.5161002709097768,0.21128639583412834,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,7,603,0.45691162854497447,0.18194831177004495,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,7,603,0.4769040842220775,0.19524082234355816,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,8,603,0.44610095675731287,0.18299442479602485,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,8,603,0.4918727066973012,0.22589706036275384,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,8,603,0.5301087068344708,0.20868913316124457,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,8,603,0.4522993038647509,0.197230374264527,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,8,603,0.4903809883062995,0.2181947597883428,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,8,603,0.4558142724872261,0.18754131385626666,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,8,603,0.46670210212269814,0.1861885276144785,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,9,603,0.5027691094269744,0.20504631853579403,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,9,603,0.472137443846233,0.1856963094462119,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,9,603,0.49897122869586086,0.1981094871286938,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,9,603,0.541442337368403,0.22110282282298516,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,9,603,0.5051610027090978,0.2337297324744799,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,9,603,0.5012173793765646,0.20012801849926676,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,9,603,0.5148143067796028,0.21835001466836124,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,10,603,0.5260964987483283,0.23720391249307798,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,10,603,0.488734954219677,0.19446096114741984,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,10,603,0.501783203593841,0.21454666408513312,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,10,603,0.4914783443640479,0.21242693408116212,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,10,603,0.47157161962895644,0.1888091090197752,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,1000,1000,10,603,0.47534378107746644,0.19041202679015243,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,all,1806,10,603,0.4431260930695107,0.1728065922831324,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,25,25,11,603,0.4948904358561092,0.19258199045654284,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,50,50,11,603,0.48364253626418846,0.20637395505647022,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,100,100,11,603,0.5306059462981378,0.21574632117845455,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,200,200,11,603,0.4818593326703474,0.19833756423925877,False,,,,
SAbDab_Chen,developability,random,classification,random,gbm,500,500,11,603,0.5359898494564659,0.23873443460190075,False,,,,
